+(896,430) 1326
+(316,514) 830
+(781,710) 1491
+(439,840) 1279
+(194,757) 951
+(229,77) 306
+(877,393) 1270
+(194,987) 1181
+(941,857) 1798
+(377,600) 977
+(283,144) 427
+(855,566) 1421
+(152,360) 512
+(106,847) 953
+(135,545) 680
+(381,20) 401
+(627,203) 830
+(814,249) 1063
+(540,19) 559
+(1017,502) 1519
+(252,686) 938
+(316,263) 579
+(150,578) 728
+(763,776) 1539
+(91,374) 465
+(1017,129) 1146
+(1017,82) 1099
+(275,569) 844
+(565,84) 649
+(215,208) 423
+(442,250) 692
+(75,80) 155
+(789,1010) 1799
+(955,561) 1516
+(55,892) 947
+(806,743) 1549
+(597,967) 1564
+(233,743) 976
+(70,462) 532
+(787,732) 1519
+(193,20) 213
+(343,606) 949
+(14,314) 328
+(86,252) 338
+(278,971) 1249
+(152,739) 891
+(195,517) 712
+(294,440) 734
+(447,390) 837
+(259,371) 630
+(686,786) 1472
+(18,233) 251
+(933,140) 1073
+(358,627) 985
+(211,321) 532
+(460,996) 1456
+(403,607) 1010
+(370,711) 1081
+(606,37) 643
+(41,953) 994
+(722,573) 1295
+(689,692) 1381
+(967,528) 1495
+(583,931) 1514
+(687,597) 1284
+(761,138) 899
+(508,943) 1451
+(211,325) 536
+(789,96) 885
+(792,558) 1350
+(19,233) 252
+(203,614) 817
+(864,407) 1271
+(393,372) 765
+(745,939) 1684
+(846,584) 1430
+(922,73) 995
+(455,747) 1202
+(781,921) 1702
+(960,28) 988
+(145,909) 1054
+(186,332) 518
+(820,935) 1755
+(140,434) 574
+(393,705) 1098
+(68,750) 818
+(84,84) 168
+(1013,621) 1634
+(958,1002) 1960
+(774,763) 1537
+(931,913) 1844
+(922,763) 1685
+(102,151) 253
+(969,695) 1664
+(939,639) 1578
+(558,6) 564
+(249,961) 1210
+(144,257) 401
+(933,661) 1594
+(673,635) 1308
+(810,849) 1659
+(377,606) 983
+(358,12) 370
+(617,653) 1270
+(212,700) 912
+(275,642) 917
+(608,792) 1400
+(794,1012) 1806
+(191,303) 494
+(655,722) 1377
+(619,511) 1130
+(621,943) 1564
+(996,396) 1392
+(763,698) 1461
+(211,830) 1041
+(251,603) 854
+(396,749) 1145
+(525,465) 990
+(79,249) 328
+(332,615) 947
+(349,600) 949
+(381,388) 769
+(242,98) 340
+(182,862) 1044
+(665,615) 1280
+(657,877) 1534
+(826,529) 1355
+(342,429) 771
+(568,840) 1408
+(79,773) 852
+(465,5) 470
+(437,671) 1108
+(527,692) 1219
+(940,547) 1487
+(185,989) 1174
+(779,713) 1492
+(638,256) 894
+(666,0) 666
+(204,663) 867
+(370,617) 987
+(379,4) 383
+(979,593) 1572
+(739,303) 1042
+(103,761) 864
+(812,431) 1243
+(751,843) 1594
+(696,714) 1410
+(968,424) 1392
+(0,203) 203
+(619,268) 887
+(252,170) 422
+(969,1005) 1974
+(314,258) 572
+(358,531) 889
+(747,700) 1447
+(460,562) 1022
+(343,547) 890
+(233,999) 1232
+(490,309) 799
+(459,785) 1244
+(461,913) 1374
+(183,110) 293
+(455,693) 1148
+(96,75) 171
+(779,663) 1442
+(573,744) 1317
+(144,857) 1001
+(900,1007) 1907
+(28,788) 816
+(223,82) 305
+(745,721) 1466
+(999,457) 1456
+(667,372) 1039
+(452,259) 711
+(921,859) 1780
+(539,921) 1460
+(944,6) 950
+(771,781) 1552
+(600,1013) 1613
+(654,625) 1279
+(692,526) 1218
+(635,371) 1006
+(947,849) 1796
+(263,961) 1224
+(953,712) 1665
+(508,520) 1028
+(476,908) 1384
+(655,142) 797
+(659,534) 1193
+(619,941) 1560
+(303,185) 488
+(840,565) 1405
+(848,1017) 1865
+(623,596) 1219
+(244,332) 576
+(18,635) 653
+(781,354) 1135
+(102,733) 835
+(2,390) 392
+(400,715) 1115
+(593,194) 787
+(323,855) 1178
+(965,550) 1515
+(812,198) 1010
+(168,962) 1130
+(661,200) 861
+(168,684) 852
+(59,665) 724
+(940,325) 1265
+(559,540) 1099
+(583,888) 1471
+(286,729) 1015
+(561,547) 1108
+(781,757) 1538
+(59,138) 197
+(542,53) 595
+(368,900) 1268
+(296,758) 1054
+(209,1012) 1221
+(102,260) 362
+(3,458) 461
+(135,700) 835
+(238,10) 248
+(216,107) 323
+(745,68) 813
+(604,289) 893
+(250,468) 718
+(447,822) 1269
+(953,49) 1002
+(968,796) 1764
+(545,569) 1114
+(521,481) 1002
+(841,626) 1467
+(572,407) 979
+(861,809) 1670
+(840,994) 1834
+(476,1006) 1482
+(729,433) 1162
+(625,748) 1373
+(91,940) 1031
+(462,920) 1382
+(259,10) 269
+(253,934) 1187
+(1017,946) 1963
+(674,235) 909
+(3,1022) 1025
+(554,246) 800
+(883,403) 1286
+(6,3) 9
+(418,957) 1375
+(664,229) 893
+(229,46) 275
+(546,619) 1165
+(435,332) 767
+(447,531) 978
+(88,597) 685
+(318,68) 386
+(583,464) 1047
+(465,10) 475
+(224,178) 402
+(734,340) 1074
+(840,429) 1269
+(745,773) 1518
+(478,54) 532
+(655,955) 1610
+(540,935) 1475
+(754,337) 1091
+(117,802) 919
+(526,952) 1478
+(565,434) 999
+(844,546) 1390
+(991,211) 1202
+(173,864) 1037
+(705,390) 1095
+(944,314) 1258
+(721,233) 954
+(559,130) 689
+(1007,476) 1483
+(342,816) 1158
+(204,54) 258
+(875,751) 1626
+(942,629) 1571
+(884,578) 1462
+(606,468) 1074
+(15,31) 46
+(64,276) 340
+(383,1007) 1390
+(880,932) 1812
+(264,233) 497
+(531,212) 743
+(603,316) 919
+(862,215) 1077
+(761,53) 814
+(26,539) 565
+(86,1017) 1103
+(332,941) 1273
+(358,38) 396
+(309,886) 1195
+(594,260) 854
+(944,469) 1413
+(689,59) 748
+(448,10) 458
+(493,739) 1232
+(377,651) 1028
+(73,931) 1004
+(922,904) 1826
+(528,560) 1088
+(283,909) 1192
+(193,974) 1167
+(316,922) 1238
+(546,907) 1453
+(491,908) 1399
+(303,334) 637
+(447,158) 605
+(22,745) 767
+(847,364) 1211
+(193,731) 924
+(761,284) 1045
+(563,170) 733
+(611,403) 1014
+(999,673) 1672
+(560,177) 737
+(615,345) 960
+(907,420) 1327
+(835,246) 1081
+(105,606) 711
+(840,280) 1120
+(263,692) 955
+(75,336) 411
+(524,1010) 1534
+(674,139) 813
+(966,264) 1230
+(370,838) 1208
+(101,967) 1068
+(1007,793) 1800
+(132,711) 843
+(1007,748) 1755
+(507,974) 1481
+(162,748) 910
+(903,14) 917
+(711,840) 1551
+(634,517) 1151
+(434,943) 1377
+(936,679) 1615
+(273,593) 866
+(223,840) 1063
+(209,974) 1183
+(863,997) 1860
+(303,944) 1247
+(18,447) 465
+(897,534) 1431
+(629,897) 1526
+(781,546) 1327
+(229,84) 313
+(931,409) 1340
+(379,694) 1073
+(838,966) 1804
+(182,840) 1022
+(102,897) 999
+(81,393) 474
+(819,573) 1392
+(575,702) 1277
+(303,374) 677
+(828,136) 964
+(908,877) 1785
+(345,881) 1226
+(893,86) 979
+(136,511) 647
+(939,264) 1203
+(157,953) 1110
+(748,947) 1695
+(372,991) 1363
+(963,43) 1006
+(409,877) 1286
+(794,754) 1548
+(673,430) 1103
+(1017,1007) 2024
+(138,843) 981
+(944,316) 1260
+(474,476) 950
+(309,1014) 1323
+(743,391) 1134
+(983,737) 1720
+(434,1017) 1451
+(720,303) 1023
+(651,323) 974
+(625,182) 807
+(763,759) 1522
+(381,469) 850
+(195,561) 756
+(763,102) 865
+(16,558) 574
+(627,465) 1092
+(374,399) 773
+(1005,447) 1452
+(891,377) 1268
+(969,692) 1661
+(408,987) 1395
+(609,749) 1358
+(553,677) 1230
+(766,561) 1327
+(880,461) 1341
+(96,539) 635
+(194,549) 743
+(667,526) 1193
+(194,864) 1058
+(284,933) 1217
+(80,647) 727
+(59,304) 363
+(702,619) 1321
+(529,55) 584
+(534,952) 1486
+(429,32) 461
+(383,471) 854
+(794,295) 1089
+(698,692) 1390
+(275,752) 1027
+(46,195) 241
+(332,68) 400
+(152,408) 560
+(647,575) 1222
+(474,747) 1221
+(18,822) 840
+(195,41) 236
+(790,573) 1363
+(333,98) 431
+(686,983) 1669
+(968,996) 1964
+(154,250) 404
+(773,14) 787
+(756,200) 956
+(751,14) 765
+(862,296) 1158
+(856,493) 1349
+(573,979) 1552
+(998,753) 1751
+(687,1013) 1700
+(987,481) 1468
+(358,607) 965
+(458,849) 1307
+(947,575) 1522
+(540,571) 1111
+(705,381) 1086
+(172,399) 571
+(223,625) 848
+(689,568) 1257
+(377,437) 814
+(388,654) 1042
+(712,886) 1598
+(786,1007) 1793
+(55,1020) 1075
+(1022,973) 1995
+(142,596) 738
+(625,600) 1225
+(687,934) 1621
+(994,243) 1237
+(996,844) 1840
+(139,758) 897
+(372,574) 946
+(25,129) 154
+(377,606) 983
+(747,844) 1591
+(657,350) 1007
+(920,162) 1082
+(269,1002) 1271
+(758,193) 951
+(653,476) 1129
+(596,333) 929
+(474,235) 709
+(617,98) 715
+(575,961) 1536
+(583,600) 1183
+(911,528) 1439
+(702,416) 1118
+(840,751) 1591
+(509,874) 1383
+(508,390) 898
+(529,840) 1369
+(302,732) 1034
+(657,79) 736
+(859,539) 1398
+(887,448) 1335
+(144,715) 859
+(26,790) 816
+(1017,710) 1727
+(273,692) 965
+(737,317) 1054
+(757,508) 1265
+(460,883) 1343
+(5,820) 825
+(840,723) 1563
+(855,86) 941
+(200,462) 662
+(713,554) 1267
+(323,390) 713
+(333,953) 1286
+(196,432) 628
+(393,744) 1137
+(26,943) 969
+(723,20) 743
+(657,325) 982
+(236,0) 236
+(957,750) 1707
+(591,302) 893
+(293,200) 493
+(793,863) 1656
+(1,723) 724
+(816,550) 1366
+(747,528) 1275
+(924,360) 1284
+(694,250) 944
+(996,1015) 2011
+(13,758) 771
+(611,922) 1533
+(892,3) 895
+(323,151) 474
+(513,203) 716
+(545,231) 776
+(510,393) 903
+(243,183) 426
+(478,575) 1053
+(953,654) 1607
+(787,26) 813
+(886,35) 921
+(864,785) 1649
+(659,472) 1131
+(691,424) 1115
+(597,592) 1189
+(379,88) 467
+(400,211) 611
+(521,491) 1012
+(46,46) 92
+(343,935) 1278
+(53,3) 56
+(539,920) 1459
+(182,186) 368
+(617,101) 718
+(743,974) 1717
+(812,625) 1437
+(841,893) 1734
+(814,989) 1803
+(864,913) 1777
+(737,934) 1671
+(303,298) 601
+(840,531) 1371
+(913,242) 1155
+(407,101) 508
+(409,302) 711
+(52,184) 236
+(223,1007) 1230
+(391,336) 727
+(872,251) 1123
+(189,18) 207
+(505,454) 959
+(776,580) 1356
+(619,524) 1143
+(601,962) 1563
+(997,584) 1581
+(953,368) 1321
+(36,715) 751
+(798,527) 1325
+(584,528) 1112
+(321,152) 473
+(796,567) 1363
+(333,530) 863
+(787,424) 1211
+(182,607) 789
+(263,805) 1068
+(843,572) 1415
+(254,733) 987
+(773,787) 1560
+(554,507) 1061
+(721,409) 1130
+(41,258) 299
+(400,699) 1099
+(832,898) 1730
+(761,400) 1161
+(888,402) 1290
+(139,220) 359
+(185,540) 725
+(619,10) 629
+(720,615) 1335
+(897,157) 1054
+(208,691) 899
+(961,708) 1669
+(365,374) 739
+(43,323) 366
+(291,608) 899
+(189,91) 280
+(433,698) 1131
+(805,617) 1422
+(338,75) 413
+(409,913) 1322
+(513,564) 1077
+(743,46) 789
+(741,913) 1654
+(59,138) 197
+(621,542) 1163
+(961,1017) 1978
+(805,304) 1109
+(457,211) 668
+(744,892) 1636
+(257,430) 687
+(1021,826) 1847
+(468,229) 697
+(476,635) 1111
+(943,90) 1033
+(606,183) 789
+(8,635) 643
+(481,440) 921
+(303,785) 1088
+(844,75) 919
+(568,337) 905
+(371,507) 878
+(3,968) 971
+(314,606) 920
+(739,999) 1738
+(873,809) 1682
+(566,487) 1053
+(15,695) 710
+(903,76) 979
+(766,70) 836
+(695,550) 1245
+(575,179) 754
+(15,204) 219
+(810,517) 1327
+(300,955) 1255
+(625,370) 995
+(173,911) 1084
+(565,162) 727
+(457,913) 1370
+(236,575) 811
+(781,920) 1701
+(901,15) 916
+(890,431) 1321
+(392,462) 854
+(455,145) 600
+(568,931) 1499
+(752,578) 1330
+(333,333) 666
+(82,425) 507
+(88,745) 833
+(599,730) 1329
+(654,127) 781
+(969,933) 1902
+(259,59) 318
+(481,195) 676
+(407,127) 534
+(327,331) 658
+(898,881) 1779
+(85,852) 937
+(303,592) 895
+(844,283) 1127
+(990,517) 1507
+(229,597) 826
+(991,562) 1553
+(996,26) 1022
+(372,901) 1273
+(97,938) 1035
+(933,41) 974
+(943,691) 1634
+(559,861) 1420
+(396,620) 1016
+(968,734) 1702
+(625,608) 1233
+(663,620) 1283
+(789,1) 790
+(213,238) 451
+(478,473) 951
+(962,967) 1929
+(733,531) 1264
+(5,898) 903
+(179,888) 1067
+(715,957) 1672
+(979,19) 998
+(1013,15) 1028
+(136,763) 899
+(825,664) 1489
+(657,59) 716
+(1014,1006) 2020
+(526,81) 607
+(953,332) 1285
+(990,119) 1109
+(561,855) 1416
+(863,722) 1585
+(506,730) 1236
+(857,806) 1663
+(792,892) 1684
+(814,773) 1587
+(597,269) 866
+(814,377) 1191
+(751,877) 1628
+(562,977) 1539
+(250,944) 1194
+(511,551) 1062
+(654,354) 1008
+(941,85) 1026
+(25,256) 281
+(286,961) 1247
+(883,810) 1693
+(863,460) 1323
+(920,961) 1881
+(802,770) 1572
+(224,150) 374
+(751,996) 1747
+(958,962) 1920
+(857,182) 1039
+(294,600) 894
+(986,238) 1224
+(186,863) 1049
+(36,506) 542
+(10,52) 62
+(528,74) 602
+(601,157) 758
+(447,846) 1293
+(785,179) 964
+(1018,279) 1297
+(960,184) 1144
+(429,407) 836
+(399,714) 1113
+(509,843) 1352
+(574,966) 1540
+(758,628) 1386
+(881,448) 1329
+(43,683) 726
+(321,859) 1180
+(73,158) 231
+(671,138) 809
+(257,639) 896
+(116,698) 814
+(482,843) 1325
+(53,692) 745
+(14,628) 642
+(391,931) 1322
+(74,1013) 1087
+(659,751) 1410
+(577,591) 1168
+(447,560) 1007
+(236,882) 1118
+(794,615) 1409
+(1,967) 968
+(256,786) 1042
+(534,231) 765
+(874,611) 1485
+(997,193) 1190
+(49,575) 624
+(294,651) 945
+(758,493) 1251
+(491,257) 748
+(843,595) 1438
+(431,345) 776
+(431,654) 1085
+(717,242) 959
+(947,435) 1382
+(546,1014) 1560
+(615,461) 1076
+(314,655) 969
+(429,374) 803
+(819,529) 1348
+(634,1018) 1652
+(258,599) 857
+(887,897) 1784
+(933,689) 1622
+(524,931) 1455
+(699,599) 1298
+(379,59) 438
+(186,809) 995
+(651,547) 1198
+(371,371) 742
+(606,904) 1510
+(158,597) 755
+(621,407) 1028
+(600,144) 744
+(994,231) 1225
+(750,1002) 1752
+(354,121) 475
+(653,374) 1027
+(835,98) 933
+(727,952) 1679
+(184,430) 614
+(377,76) 453
+(437,609) 1046
+(946,707) 1653
+(229,1014) 1243
+(810,476) 1286
+(654,336) 990
+(805,98) 903
+(231,623) 854
+(847,442) 1289
+(292,391) 683
+(19,971) 990
+(365,859) 1224
+(472,657) 1129
+(621,462) 1083
+(913,203) 1116
+(164,353) 517
+(619,254) 873
+(625,758) 1383
+(575,8) 583
+(46,939) 985
+(692,693) 1385
+(991,237) 1228
+(748,242) 990
+(19,432) 451
+(699,429) 1128
+(260,246) 506
+(863,350) 1213
+(455,682) 1137
+(509,136) 645
+(863,994) 1857
+(529,592) 1121
+(30,275) 305
+(220,752) 972
+(847,599) 1446
+(303,102) 405
+(759,859) 1618
+(991,901) 1892
+(465,1014) 1479
+(31,195) 226
+(657,529) 1186
+(130,82) 212
+(568,999) 1567
+(374,179) 553
+(828,116) 944
+(302,341) 643
+(568,844) 1412
+(303,45) 348
+(702,939) 1641
+(433,562) 995
+(763,565) 1328
+(887,212) 1099
+(560,243) 803
+(560,863) 1423
+(372,826) 1198
+(209,323) 532
+(562,877) 1439
+(855,600) 1455
+(197,806) 1003
+(85,81) 166
+(195,694) 889
+(299,360) 659
+(236,965) 1201
+(136,999) 1135
+(843,238) 1081
+(864,173) 1037
+(721,254) 975
+(185,312) 497
+(849,673) 1522
+(792,983) 1775
+(372,210) 582
+(238,462) 700
+(392,815) 1207
+(20,70) 90
+(568,932) 1500
+(520,342) 862
+(803,430) 1233
+(639,987) 1626
+(212,761) 973
+(269,260) 529
+(105,669) 774
+(974,886) 1860
+(766,469) 1235
+(560,144) 704
+(1007,91) 1098
+(647,596) 1243
+(370,908) 1278
+(528,431) 959
+(134,776) 910
+(730,953) 1683
+(784,862) 1646
+(521,693) 1214
+(372,941) 1313
+(407,316) 723
+(880,346) 1226
+(321,23) 344
+(246,591) 837
+(692,45) 737
+(341,216) 557
+(261,491) 752
+(138,371) 509
+(77,53) 130
+(940,695) 1635
+(452,462) 914
+(36,391) 427
+(557,1005) 1562
+(465,939) 1404
+(814,938) 1752
+(931,855) 1786
+(701,482) 1183
+(575,896) 1471
+(560,90) 650
+(991,502) 1493
+(18,539) 557
+(595,654) 1249
+(998,46) 1044
+(877,717) 1594
+(677,50) 727
+(577,431) 1008
+(852,1014) 1866
+(88,478) 566
+(529,919) 1448
+(119,47) 166
+(253,593) 846
+(722,37) 759
+(759,817) 1576
+(161,600) 761
+(629,43) 672
+(252,773) 1025
+(364,847) 1211
+(1013,654) 1667
+(567,689) 1256
+(0,14) 14
+(757,390) 1147
+(289,568) 857
+(460,542) 1002
+(1010,781) 1791
+(469,720) 1189
+(333,462) 795
+(81,121) 202
+(757,165) 922
+(759,309) 1068
+(748,257) 1005
+(731,404) 1135
+(440,431) 871
+(529,10) 539
+(84,442) 526
+(864,607) 1471
+(468,603) 1071
+(787,564) 1351
+(745,278) 1023
+(182,236) 418
+(903,139) 1042
+(459,278) 737
+(482,723) 1205
+(748,16) 764
+(209,969) 1178
+(59,345) 404
+(692,593) 1285
+(715,211) 926
+(1010,364) 1374
+(323,517) 840
+(1013,23) 1036
+(41,840) 881
+(327,491) 818
+(390,908) 1298
+(23,493) 516
+(786,1022) 1808
+(18,243) 261
+(941,973) 1914
+(439,970) 1409
+(325,117) 442
+(599,342) 941
+(692,953) 1645
+(116,475) 591
+(81,88) 169
+(182,617) 799
+(743,165) 908
+(298,491) 789
+(763,565) 1328
+(957,260) 1217
+(549,430) 979
+(561,54) 615
+(560,745) 1305
+(911,922) 1833
+(391,31) 422
+(460,213) 673
+(79,748) 827
+(268,170) 438
+(968,967) 1935
+(705,53) 758
+(785,19) 804
+(689,316) 1005
+(471,857) 1328
+(763,840) 1603
+(473,333) 806
+(707,578) 1285
+(901,997) 1898
+(26,276) 302
+(18,968) 986
+(409,145) 554
+(510,31) 541
+(852,186) 1038
+(274,440) 714
+(953,26) 979
+(793,810) 1603
+(327,97) 424
+(828,260) 1088
+(10,459) 469
+(333,75) 408
+(370,713) 1083
+(979,926) 1905
+(996,591) 1587
+(23,191) 214
+(193,276) 469
+(140,377) 517
+(542,211) 753
+(318,189) 507
+(10,1017) 1027
+(164,971) 1135
+(15,580) 595
+(343,814) 1157
+(165,597) 762
+(360,751) 1111
+(209,514) 723
+(698,747) 1445
+(229,855) 1084
+(407,863) 1270
+(748,997) 1745
+(1007,340) 1347
+(759,955) 1714
+(745,943) 1688
+(197,121) 318
+(561,195) 756
+(770,487) 1257
+(82,888) 970
+(506,323) 829
+(979,603) 1582
+(546,440) 986
+(653,957) 1610
+(165,514) 679
+(705,991) 1696
+(371,119) 490
+(861,138) 999
+(364,473) 837
+(129,625) 754
+(325,957) 1282
+(556,666) 1222
+(997,692) 1689
+(565,712) 1277
+(459,303) 762
+(84,701) 785
+(761,341) 1102
+(317,1013) 1330
+(420,747) 1167
+(922,12) 934
+(4,494) 498
+(139,26) 165
+(997,794) 1791
+(761,773) 1534
+(594,745) 1339
+(835,812) 1647
+(926,383) 1309
+(303,758) 1061
+(244,345) 589
+(542,843) 1385
+(1022,336) 1358
+(545,761) 1306
+(318,350) 668
+(649,568) 1217
+(332,451) 783
+(436,861) 1297
+(246,545) 791
+(46,74) 120
+(822,194) 1016
+(566,687) 1253
+(194,819) 1013
+(2,810) 812
+(748,316) 1064
+(550,203) 753
+(425,179) 604
+(471,977) 1448
+(242,872) 1114
+(354,715) 1069
+(447,408) 855
+(506,723) 1229
+(372,195) 567
+(661,679) 1340
+(625,372) 997
+(283,299) 582
+(430,336) 766
+(790,242) 1032
+(233,626) 859
+(763,922) 1685
+(249,107) 356
+(967,773) 1740
+(302,299) 601
+(840,294) 1134
+(391,667) 1058
+(739,655) 1394
+(855,19) 874
+(953,154) 1107
+(944,913) 1857
+(91,599) 690
+(464,291) 755
+(692,787) 1479
+(502,47) 549
+(739,877) 1616
+(695,195) 890
+(722,177) 899
+(761,606) 1367
+(325,953) 1278
+(374,939) 1313
+(392,970) 1362
+(752,758) 1510
+(26,806) 832
+(409,250) 659
+(321,292) 613
+(819,6) 825
+(861,814) 1675
+(459,184) 643
+(689,655) 1344
+(182,542) 724
+(174,269) 443
+(468,158) 626
+(960,840) 1800
+(560,203) 763
+(64,664) 728
+(872,941) 1813
+(883,912) 1795
+(153,263) 416
+(944,561) 1505
+(149,325) 474
+(249,665) 914
+(316,729) 1045
+(257,372) 629
+(991,653) 1644
+(877,721) 1598
+(53,430) 483
+(715,332) 1047
+(249,970) 1219
+(249,520) 769
+(203,337) 540
+(164,715) 879
+(933,102) 1035
+(289,368) 657
+(12,883) 895
+(393,478) 871
+(212,615) 827
+(151,835) 986
+(275,565) 840
+(213,761) 974
+(751,211) 962
+(145,258) 403
+(345,531) 876
+(574,10) 584
+(391,47) 438
+(243,562) 805
+(597,139) 736
+(165,249) 414
+(388,574) 962
+(212,325) 537
+(252,14) 266
+(31,458) 489
+(447,321) 768
+(269,534) 803
+(454,883) 1337
+(119,53) 172
+(459,661) 1120
+(562,908) 1470
+(82,568) 650
+(210,117) 327
+(603,970) 1573
+(997,934) 1931
+(798,6) 804
+(539,874) 1413
+(314,809) 1123
+(26,59) 85
+(763,74) 837
+(942,117) 1059
+(318,139) 457
+(279,787) 1066
+(887,763) 1650
+(620,353) 973
+(840,43) 883
+(620,514) 1134
+(346,542) 888
+(974,81) 1055
+(391,761) 1152
+(966,777) 1743
+(334,922) 1256
+(452,212) 664
+(273,1005) 1278
+(763,211) 974
+(919,79) 998
+(53,316) 369
+(15,901) 916
+(788,275) 1063
+(837,638) 1475
+(332,568) 900
+(417,249) 666
+(242,464) 706
+(874,434) 1308
+(383,840) 1223
+(371,396) 767
+(292,701) 993
+(289,611) 900
+(663,284) 947
+(177,30) 207
+(875,563) 1438
+(747,185) 932
+(886,26) 912
+(1013,996) 2009
+(960,440) 1400
+(657,208) 865
+(607,592) 1199
+(947,534) 1481
+(28,84) 112
+(999,912) 1911
+(947,785) 1732
+(997,391) 1388
+(81,572) 653
+(354,158) 512
+(628,318) 946
+(794,251) 1045
+(53,392) 445
+(82,381) 463
+(433,517) 950
+(300,723) 1023
+(943,195) 1138
+(931,816) 1747
+(317,698) 1015
+(546,20) 566
+(965,1017) 1982
+(506,325) 831
+(50,313) 363
+(761,748) 1509
+(883,391) 1274
+(1022,542) 1564
+(747,762) 1509
+(920,249) 1169
+(757,694) 1451
+(744,744) 1488
+(274,91) 365
+(921,460) 1381
+(657,19) 676
+(447,364) 811
+(1021,211) 1232
+(130,539) 669
+(284,258) 542
+(568,844) 1412
+(455,303) 758
+(47,383) 430
+(936,933) 1869
+(229,195) 424
+(784,592) 1376
+(561,384) 945
+(120,983) 1103
+(236,620) 856
+(269,509) 778
+(955,374) 1329
+(195,897) 1092
+(577,242) 819
+(946,840) 1786
+(1013,134) 1147
+(723,659) 1382
+(699,781) 1480
+(374,815) 1189
+(651,379) 1030
+(478,773) 1251
+(238,374) 612
+(698,713) 1411
+(121,132) 253
+(991,436) 1427
+(251,473) 724
+(707,345) 1052
+(350,154) 504
+(883,642) 1525
+(999,462) 1461
+(1014,744) 1758
+(514,200) 714
+(32,204) 236
+(260,251) 511
+(546,383) 929
+(988,3) 991
+(785,243) 1028
+(293,874) 1167
+(728,575) 1303
+(98,1020) 1118
+(346,289) 635
+(545,561) 1106
+(14,919) 933
+(701,311) 1012
+(983,165) 1148
+(117,168) 285
+(374,745) 1119
+(372,727) 1099
+(372,134) 506
+(514,220) 734
+(238,278) 516
+(381,269) 650
+(909,595) 1504
+(26,91) 117
+(886,337) 1223
+(1020,289) 1309
+(268,834) 1102
+(73,744) 817
+(41,134) 175
+(26,473) 499
+(1014,759) 1773
+(751,38) 789
+(231,482) 713
+(399,619) 1018
+(757,667) 1424
+(654,514) 1168
+(785,209) 994
+(628,3) 631
+(575,1007) 1582
+(1018,388) 1406
+(591,372) 963
+(213,383) 596
+(961,517) 1478
+(530,81) 611
+(82,857) 939
+(510,332) 842
+(908,374) 1282
+(859,136) 995
+(757,649) 1406
+(144,130) 274
+(508,276) 784
+(391,674) 1065
+(274,841) 1115
+(596,334) 930
+(303,934) 1237
+(965,986) 1951
+(1006,494) 1500
+(236,691) 927
+(274,472) 746
+(12,549) 561
+(805,505) 1310
+(943,635) 1578
+(863,236) 1099
+(101,257) 358
+(204,237) 441
+(814,840) 1654
+(857,584) 1441
+(73,336) 409
+(990,989) 1979
+(958,84) 1042
+(323,193) 516
+(751,130) 881
+(762,257) 1019
+(707,816) 1523
+(1006,826) 1832
+(745,689) 1434
+(447,468) 915
+(457,787) 1244
+(298,748) 1046
+(465,604) 1069
+(979,374) 1353
+(855,752) 1607
+(341,666) 1007
+(344,773) 1117
+(661,84) 745
+(900,534) 1434
+(249,575) 824
+(549,654) 1203
+(784,74) 858
+(229,473) 702
+(364,798) 1162
+(897,110) 1007
+(787,15) 802
+(638,720) 1358
+(941,465) 1406
+(539,139) 678
+(26,80) 106
+(877,10) 887
+(707,750) 1457
+(817,407) 1224
+(707,431) 1138
+(901,41) 942
+(41,358) 399
+(629,474) 1103
+(195,691) 886
+(702,473) 1175
+(526,236) 762
+(223,465) 688
+(186,557) 743
+(41,476) 517
+(165,751) 916
+(465,897) 1362
+(144,922) 1066
+(666,990) 1656
+(580,98) 678
+(847,1017) 1864
+(210,53) 263
+(49,967) 1016
+(316,311) 627
+(965,666) 1631
+(730,855) 1585
+(372,5) 377
+(1013,451) 1464
+(252,316) 568
+(766,855) 1621
+(655,317) 972
+(19,19) 38
+(994,874) 1868
+(609,49) 658
+(707,325) 1032
+(761,766) 1527
+(478,922) 1400
+(625,252) 877
+(59,364) 423
+(28,623) 651
+(77,393) 470
+(578,447) 1025
+(298,465) 763
+(2,224) 226
+(887,721) 1608
+(548,132) 680
+(392,84) 476
+(237,497) 734
+(468,489) 957
+(332,184) 516
+(101,849) 950
+(184,10) 194
+(417,943) 1360
+(996,848) 1844
+(53,261) 314
+(233,754) 987
+(547,926) 1473
+(46,36) 82
+(508,710) 1218
+(744,153) 897
+(238,208) 446
+(549,374) 923
+(86,577) 663
+(81,841) 922
+(938,684) 1622
+(360,448) 808
+(390,120) 510
+(345,852) 1197
+(425,41) 466
+(459,934) 1393
+(1005,250) 1255
+(987,390) 1377
+(753,185) 938
+(571,365) 936
+(634,980) 1614
+(384,242) 626
+(472,733) 1205
+(196,105) 301
+(673,841) 1514
+(943,729) 1672
+(184,886) 1070
+(794,714) 1508
+(608,810) 1418
+(284,459) 743
+(770,454) 1224
+(1022,693) 1715
+(748,371) 1119
+(773,730) 1503
+(451,321) 772
+(296,323) 619
+(506,572) 1078
+(603,547) 1150
+(542,625) 1167
+(629,922) 1551
+(18,144) 162
+(74,542) 616
+(711,259) 970
+(883,744) 1627
+(989,563) 1552
+(279,737) 1016
+(773,562) 1335
+(195,781) 976
+(161,10) 171
+(939,820) 1759
+(211,615) 826
+(254,82) 336
